Round	Playoffs	Team Name 1	Score 1	Subscore 1	Team Name 2	Score 2	Subscore 2	League	Season	CompetitionStart	Time	Location	Plz	City	Address	Venue	Source
8	G	LZ Multikraft Wels	5	50	WSG Swarovski Judo Wattens	8	80	Erste Judo-Bundesliga	2010	2010-10-09	20:00	Raiffeisen Arena @ 4600 Wels, Dragonerstraße 50	4600	Wels	Dragonerstraße 50	Raiffeisen Arena	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
8	G	SANDOKAN Galaxy Tigers	10	100	SU Noricum Leibnitz 1	4	40	Erste Judo-Bundesliga	2010	2010-10-09	18:00	Haus der Begegnung Liesing @ 1230 Wien, Liesinger Platz 3	1230	Wien	Liesinger Platz 3	Haus der Begegnung Liesing	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
9	G	SANDOKAN Galaxy Tigers	6	42	Judo UNION Raiffeisen Flachgau 1	5	50	Erste Judo-Bundesliga	2010	2010-10-16	18:00	Haus der Begegnung Liesing @ 1230 Wien, Liesinger Platz 3	1230	Wien	Liesinger Platz 3	Haus der Begegnung Liesing	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
9	G	Judo UNION Raika Pinzgau	6	52	UNION Judo Zentrum Mühlviertel 1	8	77	Erste Judo-Bundesliga	2010	2010-10-15	20:00	Tennishalle Rauriserhof @ 5661 Rauris, Marktstraße 6	5661	Rauris	Marktstraße 6	Tennishalle Rauriserhof	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
9	G	ULZ TECTUM Hohenems	8	77	WSG Swarovski Judo Wattens	6	60	Erste Judo-Bundesliga	2010	2010-10-15	20:00	Sporthauptschule Herrenried @ 6845 Hohenems, Schubertstraße 12	6845	Hohenems	Schubertstraße 12	Sporthauptschule Herrenried	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
9	G	Judoclub COLOP Samurai	7	59	SU Noricum Leibnitz 1	6	52	Erste Judo-Bundesliga	2010	2010-10-16	16:00	Haus der Begegnung Liesing @ 1230 Wien, Liesinger Platz 3	1230	Wien	Liesinger Platz 3	Haus der Begegnung Liesing	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
1	G	ESV Sanjindo Bischofshofen	4	40	ASV-ÖGJ Salzburg/Puch	7	67	Zweite Judo-Bundesliga	2010	2010-03-19	20:00	Hermann Wielandnerhalle @ 5500 Bischofshofen, Sportplatzstr. 15	5500	Bischofshofen	Sportplatzstr. 15	Hermann Wielandnerhalle	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
1	G	SV Gallneukirchen	9	76	Judozentrum Innsbruck	5	45	Zweite Judo-Bundesliga	2010	2010-03-20	19:00	HS Gallneukirchen @ 4210 Gallneukirchen, Reichenauerstrasse 2	4210	Gallneukirchen	Reichenauerstrasse 2	HS Gallneukirchen	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
1	G	UNION Judo Zentrum Mühlviertel 2	11	110	PSV Salzburg - Judo	3	30	Zweite Judo-Bundesliga	2010	2010-03-20	18:00	SHS Niederwaldkirchen @ 4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	SHS Niederwaldkirchen	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
1	G	Judo UNION Raiffeisen Flachgau 2	10	100	SU Noricum Leibnitz 2	3	22	Zweite Judo-Bundesliga	2010	2010-03-20	18:00	Gerhard Dorfingerhalle @ 5204 Straßwalchen, Aichbergstraße 1	5204	Straßwalchen	Aichbergstraße 1	Gerhard Dorfingerhalle	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
2	G	Judozentrum Innsbruck	6	55	UNION Judo Zentrum Mühlviertel 2	8	80	Zweite Judo-Bundesliga	2010	2010-04-10	19:00	Dojo Wattens @ 6112 Wattens, Sebastian Schrottstrasse 8	6112	Wattens	Sebastian Schrottstrasse 8	Dojo Wattens	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
2	G	PSV Salzburg - Judo	7	59	SV Gallneukirchen	6	57	Zweite Judo-Bundesliga	2010	2010-04-10	17:00	PSV Sportzentrum @ 5020 Salzburg, Frohnburgweg 5	5020	Salzburg	Frohnburgweg 5	PSV Sportzentrum	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
2	G	SU Noricum Leibnitz 2	6	52	ESV Sanjindo Bischofshofen	8	56	Zweite Judo-Bundesliga	2010	2010-04-10	17:00	Mehrzweckhalle Gralla @ 8430 Gralla, Obergralla 128	8430	Gralla	Obergralla 128	Mehrzweckhalle Gralla	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
2	G	ASV-ÖGJ Salzburg/Puch	7	64	Judo UNION Raiffeisen Flachgau 2	6	60	Zweite Judo-Bundesliga	2010	2010-04-09	20:00	Volksschule Puch @ 5412 Puch, Schulstraße 480	5412	Puch	Schulstraße 480	Volksschule Puch	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
3	G	UNION Judo Zentrum Mühlviertel 2	7	60	ASV-ÖGJ Salzburg/Puch	5	45	Zweite Judo-Bundesliga	2010	2010-05-29	18:00	SHS Niederwaldkirchen @ 4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	SHS Niederwaldkirchen	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
3	G	Judo UNION Raiffeisen Flachgau 2	10	100	Judozentrum Innsbruck	4	35	Zweite Judo-Bundesliga	2010	2010-05-28	20:00	Gerhard Dorfingerhalle @ 5204 Straßwalchen, Aichbergstraße 1	5204	Straßwalchen	Aichbergstraße 1	Gerhard Dorfingerhalle	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
3	G	SV Gallneukirchen	5	45	SU Noricum Leibnitz 2	6	55	Zweite Judo-Bundesliga	2010	2010-05-28	20:00	HS Gallneukirchen @ 4210 Gallneukirchen, Reichenauerstrasse 2	4210	Gallneukirchen	Reichenauerstrasse 2	HS Gallneukirchen	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
3	G	ESV Sanjindo Bischofshofen	4	40	PSV Salzburg - Judo	10	97	Zweite Judo-Bundesliga	2010	2010-05-28	20:00	Hermann Wielandnerhalle @ 5500 Bischofshofen, Sportplatzstr. 15	5500	Bischofshofen	Sportplatzstr. 15	Hermann Wielandnerhalle	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
4	G	ASV-ÖGJ Salzburg/Puch	9	84	SV Gallneukirchen	4	40	Zweite Judo-Bundesliga	2010	2010-06-25	20:00	Volksschule Puch @ 5412 Puch, Schulstraße 480	5412	Puch	Schulstraße 480	Volksschule Puch	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
4	G	PSV Salzburg - Judo	5	50	Judo UNION Raiffeisen Flachgau 2	9	90	Zweite Judo-Bundesliga	2010	2010-06-26	17:00	PSV Sportzentrum @ 5020 Salzburg, Frohnburgweg 5	5020	Salzburg	Frohnburgweg 5	PSV Sportzentrum	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
4	G	UNION Judo Zentrum Mühlviertel 2	9	75	SU Noricum Leibnitz 2	3	30	Zweite Judo-Bundesliga	2010	2010-06-26	18:00	SHS Niederwaldkirchen @ 4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	SHS Niederwaldkirchen	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
4	G	Judozentrum Innsbruck	8	80	ESV Sanjindo Bischofshofen	5	50	Zweite Judo-Bundesliga	2010	2010-06-26	19:00	Leitgebhalle @ 6020 Innsbruck, Pradlerstraße 16	6020	Innsbruck	Pradlerstraße 16	Leitgebhalle	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
5	G	Judozentrum Innsbruck	5	47	PSV Salzburg - Judo	9	77	Zweite Judo-Bundesliga	2010	2010-09-25	19:00	Landessportheim @ 6020 Innsbruck, Olympiastraße 10a	6020	Innsbruck		Landessportheim	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
5	G	SU Noricum Leibnitz 2	5	45	ASV-ÖGJ Salzburg/Puch	7	67	Zweite Judo-Bundesliga	2010	2010-09-25	17:00	Mehrzweckhalle Gralla @ 8430 Gralla, Obergralla 128	8430	Gralla	Obergralla 128	Mehrzweckhalle Gralla	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
5	G	ESV Sanjindo Bischofshofen	3	24	Judo UNION Raiffeisen Flachgau 2	10	90	Zweite Judo-Bundesliga	2010	2010-09-24	20:00	Hermann Wielandnerhalle @ 5500 Bischofshofen, Sportplatzstr. 15	5500	Bischofshofen	Sportplatzstr. 15	Hermann Wielandnerhalle	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
5	G	UNION Judo Zentrum Mühlviertel 2	9	82	SV Gallneukirchen	4	40	Zweite Judo-Bundesliga	2010	2010-09-25	18:00	SHS Niederwaldkirchen @ 4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	SHS Niederwaldkirchen	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
6	G	ASV-ÖGJ Salzburg/Puch	13	127	Judozentrum Innsbruck	1	10	Zweite Judo-Bundesliga	2010	2010-10-08	20:00	Volksschule Puch @ 5412 Puch, Schulstraße 480	5412	Puch	Schulstraße 480	Volksschule Puch	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
6	G	SV Gallneukirchen	8	77	ESV Sanjindo Bischofshofen	4	32	Zweite Judo-Bundesliga	2010	2010-10-09	19:00	HS Gallneukirchen @ 4210 Gallneukirchen, Reichenauerstrasse 2	4210	Gallneukirchen	Reichenauerstrasse 2	HS Gallneukirchen	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
6	G	Judo UNION Raiffeisen Flachgau 2	8	80	UNION Judo Zentrum Mühlviertel 2	6	52	Zweite Judo-Bundesliga	2010	2010-10-09	18:00	Gerhard Dorfingerhalle @ 5204 Straßwalchen, Aichbergstraße 1	5204	Straßwalchen	Aichbergstraße 1	Gerhard Dorfingerhalle	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
6	G	PSV Salzburg - Judo	7	65	SU Noricum Leibnitz 2	5	39	Zweite Judo-Bundesliga	2010	2010-10-09	17:00	PSV Sportzentrum @ 5020 Salzburg, Frohnburgweg 5	5020	Salzburg	Frohnburgweg 5	PSV Sportzentrum	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
7	G	ESV Sanjindo Bischofshofen	7	70	UNION Judo Zentrum Mühlviertel 2	6	52	Zweite Judo-Bundesliga	2010	2010-10-15	20:00	Hermann Wielandnerhalle @ 5500 Bischofshofen, Sportplatzstr. 15	5500	Bischofshofen	Sportplatzstr. 15	Hermann Wielandnerhalle	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
7	G	ASV-ÖGJ Salzburg/Puch	8	77	PSV Salzburg - Judo	5	50	Zweite Judo-Bundesliga	2010	2010-10-15	20:00	Volksschule Puch @ 5412 Puch, Schulstraße 480	5412	Puch	Schulstraße 480	Volksschule Puch	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
7	G	Judozentrum Innsbruck	9	87	SU Noricum Leibnitz 2	5	45	Zweite Judo-Bundesliga	2010	2010-10-16	19:00	Leitgebhalle @ 6020 Innsbruck, Pradlerstraße 16	6020	Innsbruck	Pradlerstraße 16	Leitgebhalle	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
7	G	SV Gallneukirchen	2	17	Judo UNION Raiffeisen Flachgau 2	11	90	Zweite Judo-Bundesliga	2010	2010-10-16	19:00	HS Gallneukirchen @ 4210 Gallneukirchen, Reichenauerstrasse 2	4210	Gallneukirchen	Reichenauerstrasse 2	HS Gallneukirchen	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores |titel=Österreichische Judobundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20101124021035/http://www.judobundesliga.at/ergebnissescores |archiv-datum=2010-11-24 |abruf=2026-01-03}}/
		JC Vienna Samurai	3		LZ Wels	1				2010-11-13	15:00	Budokan Wels @ 4600 Wels, Pulverturmstraße 5	4600	Wels	Pulverturmstraße 5	Budokan Wels	{{Internetquelle |url=https://www.judoaustria.at/samurai-wien-holt-frauen-titelsamurai-wien-holt-frauen-titel/ |titel=Samurai Wien holt Frauen-Titel |werk=Judo Austria |hrsg=Judo Austria |datum=2010-11-22 |sprache=de-DE |abruf=2025-02-06}}
